
CRANFORD	LOCATION	_ by _ _
Cranford	LOCATION	and seen without a smile .

		-LSB- Picture : A magnificent family red silk umbrella -RSB- I can testify to a magnificent family red silk umbrella , under which a gentle little spinster , left alone of many brothers and sisters , used to patter to church on rainy days .

		Have you any red silk umbrellas in
London	LOCATION	?

		We had a tradition of the first that had ever been seen in
Cranford	LOCATION	; and the little boys mobbed it , and called it `` a stick in petticoats . ''

		It might have been the very red silk one I have described , held by a strong father over a troop of little ones ; the poor little lady the survivor of all could scarcely carry it .

		Then there were rules and regulations for visiting and calls ; and they were announced to any young people who might be staying in the town , with all the solemnity with which the old Manx laws were read once a year on the
Tinwald Mount	LOCATION	.

		`` Our friends have sent to inquire how you are after your journey to-night , my dear '' -LRB- fifteen miles in a gentleman 's carriage -RRB- ; `` they will give you some rest to-morrow , but the next day , I have no doubt , they will call ; so be at liberty after twelve from twelve to three are our calling hours . ''

		Then , after they had called `` It is the third day ; I dare say your mamma has told you , my dear , never to let more than three days elapse between receiving a call and returning it ; and also , that you are never to stay longer than a quarter of an hour . ''

		`` But am I to look at my watch ?

		How am I to find out when a quarter of an hour has passed ? ''

		`` You must keep thinking about the time , my dear , and not allow yourself to forget it in conversation . ''

		As everybody had this rule in their minds , whether they received or paid a call , of course no absorbing subject was ever spoken about .

		We kept ourselves to short sentences of small talk , and were punctual to our time .

		I imagine that a few of the gentlefolks of
Cranford	LOCATION	were poor , and had some difficulty in making both ends meet ; but they were like the Spartans , and concealed their smart under a smiling face .

		We none of us spoke of money , because that subject savoured of commerce and trade , and though some might be poor , we were all aristocratic .

		The Cranfordians had that kindly _ esprit de corps _ which made them overlook all deficiencies in success when some among them tried to conceal their poverty .

		When
Mrs Forrester	PERSON	, for instance , gave a party in her baby-house of a dwelling , and the little maiden disturbed the ladies on the sofa by a request that she might get the tea-tray out from underneath , everyone took this novel proceeding as the most natural thing in the world , and talked on about household forms and ceremonies as if we all believed that our hostess had a regular servants ' hall , second table , with housekeeper and steward , instead of the one little charity-school maiden , whose short ruddy arms could never have been strong enough to carry the tray upstairs , if she had not been assisted in private by her mistress , who now sat in state , pretending not to know what cakes were sent up , though she knew , and we knew , and she knew that we knew , and we knew that she knew that we knew , she had been busy all the morning making tea-bread and sponge-cakes .

		There were one or two consequences arising from this general but unacknowledged poverty , and this very much acknowledged gentility , which were not amiss , and which might be introduced into many circles of society to their great improvement .

		For instance , the inhabitants of
Cranford	LOCATION	kept early hours , and clattered home in their pattens , under the guidance of a lantern-bearer , about nine o'clock at night ; and the whole town was abed and asleep by half-past ten .

		Moreover , it was considered `` vulgar '' -LRB- a tremendous word in
Cranford	LOCATION	-RRB- to give anything expensive , in the way of eatable or drinkable , at the evening entertainments .

		Wafer bread-and-butter and sponge-biscuits were all that the Honourable Mrs
Jamieson	PERSON	gave ; and she was sister-in-law to the late
Earl of Glenmire	PERSON	, although she did practise such `` elegant economy . ''

		`` Elegant economy ! ''

		How naturally one falls back into the phraseology of
Cranford	LOCATION	!

		There , economy was always `` elegant , '' and money-spending always `` vulgar and ostentatious '' ; a sort of sour-grapeism which made us very peaceful and satisfied .

		I never shall forget the dismay felt when a certain Captain
Brown	PERSON	came to live at
Cranford	LOCATION	, and openly spoke about his being poor not in a whisper to an intimate friend , the doors and windows being previously closed , but in the public street !

		in a loud military voice !

		alleging his poverty as a reason for not taking a particular house .

		The ladies of
Cranford	LOCATION	were already rather moaning over the invasion of their territories by a man and a gentleman .

		He was a half-pay captain , and had obtained some situation on a neighbouring railroad , which had been vehemently petitioned against by the little town ; and if , in addition to his masculine gender , and his connection with the obnoxious railroad , he was so brazen as to talk of being poor why , then , indeed , he must be sent to Coventry .

		Death was as true and as common as poverty ; yet people never spoke about that , loud out in the streets .

		It was a word not to be mentioned to ears polite .

		We had tacitly agreed to ignore that any with whom we associated on terms of visiting equality could ever be prevented by poverty from doing anything that they wished .

		If we walked to or from a party , it was because the night was _ so _ fine , or the air _ so _ refreshing , not because sedan-chairs were expensive .

		If we wore prints , instead of summer silks , it was because we preferred a washing material ; and so on , till we blinded ourselves to the vulgar fact that we were , all of us , people of very moderate means .

		Of course , then , we did not know what to make of a man who could speak of poverty as if it was not a disgrace .

		Yet , somehow , Captain
Brown	PERSON	made himself respected in
Cranford	LOCATION	, and was called upon , in spite of all resolutions to the contrary .

		I was surprised to hear his opinions quoted as authority at a visit which I paid to
Cranford	LOCATION	about a year after he had settled in the town .

		My own friends had been among the bitterest opponents of any proposal to visit the Captain and his daughters , only twelve months before ; and now he was even admitted in the tabooed hours before twelve .

		True , it was to discover the cause of a smoking chimney , before the fire was lighted ; but still Captain
Brown	PERSON	walked upstairs , nothing daunted , spoke in a voice too large for the room , and joked quite in the way of a tame man about the house .

		He had been blind to all the small slights , and omissions of trivial ceremonies , with which he had been received .

		He had been friendly , though the
Cranford	LOCATION	ladies had been cool ; he had answered small sarcastic compliments in good faith ; and with his manly frankness had overpowered all the shrinking which met him as a man who was not ashamed to be poor .

		And , at last , his excellent masculine common sense , and his facility in devising expedients to overcome domestic dilemmas , had gained him an extraordinary place as authority among the
Cranford	LOCATION	ladies .

		He himself went on in his course , as unaware of his popularity as he had been of the reverse ; and I am sure he was startled one day when he found his advice so highly esteemed as to make some counsel which he had given in jest to be taken in sober , serious earnest .

		It was on this subject : An old lady had an
Alderney	ORGANIZATION	cow , which she looked upon as a daughter .

		You could not pay the short quarter of an hour call without being told of the wonderful milk or wonderful intelligence of this animal .

		The whole town knew and kindly regarded Miss
Betsy Barker	PERSON	's
Alderney	PERSON	; therefore great was the sympathy and regret when , in an unguarded moment , the poor cow tumbled into a lime-pit .

		She moaned so loudly that she was soon heard and rescued ; but meanwhile the poor beast had lost most of her hair , and came out looking naked , cold , and miserable , in a bare skin .

		Everybody pitied the animal , though a few could not restrain their smiles at her droll appearance .

		Miss
Betsy Barker	PERSON	absolutely cried with sorrow and dismay ; and it was said she thought of trying a bath of oil .

		This remedy , perhaps , was recommended by some one of the number whose advice she asked ; but the proposal , if ever it was made , was knocked on the head by Captain
Brown	PERSON	's decided `` Get her a flannel waistcoat and flannel drawers , ma'am , if you wish to keep her alive .

		But my advice is , kill the poor creature at once . ''

		Miss
Betsy Barker	PERSON	dried her eyes , and thanked the Captain heartily ; she set to work , and by-and-by all the town turned out to see the
Alderney	PERSON	meekly going to her pasture , clad in dark grey flannel .

		I have watched her myself many a time .

		Do you ever see cows dressed in grey flannel in
London	LOCATION	?

		-LSB- Picture : Meekly going to her pasture -RSB- Captain
Brown	PERSON	had taken a small house on the outskirts of the town , where he lived with his two daughters .

		He must have been upwards of sixty at the time of the first visit I paid to
Cranford	LOCATION	after I had left it as a residence .

		But he had a wiry , well-trained , elastic figure , a stiff military throw-back of his head , and a springing step , which made him appear much younger than he was .

		His eldest daughter looked almost as old as himself , and betrayed the fact that his real was more than his apparent age .

		Miss
Brown	PERSON	must have been forty ; she had a sickly , pained , careworn expression on her face , and looked as if the gaiety of youth had long faded out of sight .

		Even when young she must have been plain and hard-featured .

		Miss
Jessie Brown	PERSON	was ten years younger than her sister , and twenty shades prettier .

		Her face was round and dimpled .

		Miss
Jenkyns	PERSON	once said , in a passion against Captain
Brown	PERSON	-LRB- the cause of which I will tell you presently -RRB- , `` that she thought it was time for Miss
Jessie	PERSON	to leave off her dimples , and not always to be trying to look like a child . ''

		It was true there was something childlike in her face ; and there will be , I think , till she dies , though she should live to a hundred .

		Her eyes were large blue wondering eyes , looking straight at you ; her nose was unformed and snub , and her lips were red and dewy ; she wore her hair , too , in little rows of curls , which heightened this appearance .

		I do not know whether she was pretty or not ; but I liked her face , and so did everybody , and I do not think she could help her dimples .

		She had something of her father 's jauntiness of gait and manner ; and any female observer might detect a slight difference in the attire of the two sisters that of Miss
Jessie	PERSON	being about two pounds per annum more expensive than Miss
Brown	PERSON	's .

		Two pounds was a large sum in Captain
Brown	PERSON	's annual disbursements .

		Such was the impression made upon me by the
Brown	PERSON	family when I first saw them all together in
Cranford Church	ORGANIZATION	.

		The Captain I had met before on the occasion of the smoky chimney , which he had cured by some simple alteration in the flue .

		In church , he held his double eye-glass to his eyes during the Morning Hymn , and then lifted up his head erect and sang out loud and joyfully .

		He made the responses louder than the clerk an old man with a piping feeble voice , who , I think , felt aggrieved at the Captain 's sonorous bass , and quivered higher and higher in consequence .

		On coming out of church , the brisk Captain paid the most gallant attention to his two daughters .

		He nodded and smiled to his acquaintances ; but he shook hands with none until he had helped Miss
Brown	PERSON	to unfurl her umbrella , had relieved her of her prayer-book , and had waited patiently till she , with trembling nervous hands , had taken up her gown to walk through the wet roads .

		I wonder what the
Cranford	LOCATION	ladies did with Captain
Brown	PERSON	at their parties .

		We had often rejoiced , in former days , that there was no gentleman to be attended to , and to find conversation for , at the card-parties .

		We had congratulated ourselves upon the snugness of the evenings ; and , in our love for gentility , and distaste of mankind , we had almost persuaded ourselves that to be a man was to be `` vulgar '' ; so that when I found my friend and hostess ,
Miss Jenkyns	PERSON	, was going to have a party in my honour , and that Captain and the Miss
Browns	PERSON	were invited , I wondered much what would be the course of the evening .

		Card-tables , with green baize tops , were set out by daylight , just as usual ; it was the third week in November , so the evenings closed in about four .

		Candles , and clean packs of cards , were arranged on each table .

		The fire was made up ; the neat maid-servant had received her last directions ; and there we stood , dressed in our best , each with a candle-lighter in our hands , ready to dart at the candles as soon as the first knock came .

		Parties in
Cranford	LOCATION	were solemn festivities , making the ladies feel gravely elated as they sat together in their best dresses .

		As soon as three had arrived , we sat down to `` Preference , '' I being the unlucky fourth .

		The next four comers were put down immediately to another table ; and presently the tea-trays , which I had seen set out in the store-room as I passed in the morning , were placed each on the middle of a card-table .

		The china was delicate egg-shell ; the old-fashioned silver glittered with polishing ; but the eatables were of the slightest description .

		While the trays were yet on the tables , Captain and the
Miss Browns	ORGANIZATION	came in ; and I could see that , somehow or other , the Captain was a favourite with all the ladies present .

		Ruffled brows were smoothed , sharp voices lowered at his approach .

		Miss
Brown	PERSON	looked ill , and depressed almost to gloom .

		Miss
Jessie	PERSON	smiled as usual , and seemed nearly as popular as her father .

		He immediately and quietly assumed the man 's place in the room ; attended to every one 's wants , lessened the pretty maid-servant 's labour by waiting on empty cups and bread-and-butterless ladies ; and yet did it all in so easy and dignified a manner , and so much as if it were a matter of course for the strong to attend to the weak , that he was a true man throughout .

		He played for threepenny points with as grave an interest as if they had been pounds ; and yet , in all his attention to strangers , he had an eye on his suffering daughter for suffering I was sure she was , though to many eyes she might only appear to be irritable .

		Miss
Jessie	PERSON	could not play cards : but she talked to the sitters-out , who , before her coming , had been rather inclined to be cross .

		She sang , too , to an old cracked piano , which I think had been a spinet in its youth .

		Miss
Jessie	PERSON	sang , `` Jock of Hazeldean '' a little out of tune ; but we were none of us musical , though Miss
Jenkyns	PERSON	beat time , out of time , by way of appearing to be so .

		It was very good of Miss Jenkyns to do this ; for I had seen that , a little before , she had been a good deal annoyed by Miss
Jessie Brown	PERSON	's unguarded admission -LRB- _ propos _ of
Shetland	LOCATION	wool -RRB- that she had an uncle , her mother 's brother , who was a shop-keeper in
Edinburgh	LOCATION	.

		Miss
Jenkyns	PERSON	tried to drown this confession by a terrible cough for the Honourable Mrs
Jamieson	PERSON	was sitting at a card-table nearest Miss
Jessie	PERSON	, and what would she say or think if she found out she was in the same room with a shop-keeper 's niece !

		But Miss
Jessie Brown	PERSON	-LRB- who had no tact , as we all agreed the next morning -RRB- _ would _ repeat the information , and assure Miss Pole she could easily get her the identical Shetland wool required , `` through my uncle , who has the best assortment of Shetland goods of any one in Edinbro ' . ''

		It was to take the taste of this out of our mouths , and the sound of this out of our ears , that Miss
Jenkyns	PERSON	proposed music ; so I say again , it was very good of her to beat time to the song .

		When the trays re-appeared with biscuits and wine , punctually at a quarter to nine , there was conversation , comparing of cards , and talking over tricks ; but by-and-by Captain
Brown	PERSON	sported a bit of literature .

		`` Have you seen any numbers of ` The Pickwick Papers ' ? ''

		said he .

		-LRB- They were then publishing in parts . -RRB-

		`` Capital thing ! ''

		Now Miss
Jenkyns	PERSON	was daughter of a deceased rector of
Cranford	LOCATION	; and , on the strength of a number of manuscript sermons , and a pretty good library of divinity , considered herself literary , and looked upon any conversation about books as a challenge to her .

		So she answered and said , `` Yes , she had seen them ; indeed , she might say she had read them . ''

		`` And what do you think of them ? ''

		exclaimed Captain
Brown	PERSON	.

		`` Are n't they famously good ? ''

		So urged Miss
Jenkyns	PERSON	could not but speak .

		`` I must say , I do n't think they are by any means equal to Dr
Johnson	PERSON	.

		Still , perhaps , the author is young .

		Let him persevere , and who knows what he may become if he will take the great Doctor for his model ? ''

		This was evidently too much for Captain
Brown	PERSON	to take placidly ; and I saw the words on the tip of his tongue before Miss
Jenkyns	PERSON	had finished her sentence .

		`` It is quite a different sort of thing , my dear madam , '' he began .

		`` I am quite aware of that , '' returned she .

		`` And I make allowances , Captain
Brown	PERSON	. ''

		`` Just allow me to read you a scene out of this month 's number , '' pleaded he .

		`` I had it only this morning , and I do n't think the company can have read it yet . ''

		`` As you please , '' said she , settling herself with an air of resignation .

		He read the account of the `` swarry '' which
Sam Weller	PERSON	gave at Bath .

		Some of us laughed heartily .

		_ I _ did not dare , because I was staying in the house .

		Miss
Jenkyns	PERSON	sat in patient gravity .

		When it was ended , she turned to me , and said with mild dignity `` Fetch me ` Rasselas , ' my dear , out of the book-room . ''

		When I had brought it to her , she turned to Captain
Brown	PERSON	`` Now allow _ me _ to read you a scene , and then the present company can judge between your favourite , Mr
Boz	PERSON	, and Dr
Johnson	PERSON	. ''

		She read one of the conversations between
Rasselas	LOCATION	and
Imlac	ORGANIZATION	, in a high-pitched , majestic voice : and when she had ended , she said , `` I imagine I am now justified in my preference of Dr
Johnson	PERSON	as a writer of fiction . ''

		The Captain screwed his lips up , and drummed on the table , but he did not speak .

		She thought she would give him a finishing blow or two .

		-LSB- Picture : Endeavouring to beguile her into conversation -RSB- `` I consider it vulgar , and below the dignity of literature , to publish in numbers . ''

		`` How was the _ Rambler _ published , ma'am ? ''

		asked Captain
Brown	PERSON	in a low voice , which I think Miss
Jenkyns	PERSON	could not have heard .

		`` Dr
Johnson	PERSON	's style is a model for young beginners .

		My father recommended it to me when I began to write letters I have formed my own style upon it ; I recommended it to your favourite . ''

		`` I should be very sorry for him to exchange his style for any such pompous writing , '' said Captain
Brown	PERSON	.

		Miss
Jenkyns	PERSON	felt this as a personal affront , in a way of which the Captain had not dreamed .

		Epistolary writing she and her friends considered as her _ forte _ .

		Many a copy of many a letter have I seen written and corrected on the slate , before she `` seized the half-hour just previous to post-time to assure '' her friends of this or of that ; and Dr
Johnson	PERSON	was , as she said , her model in these compositions .

		She drew herself up with dignity , and only replied to Captain
Brown	PERSON	's last remark by saying , with marked emphasis on every syllable , `` I prefer Dr
Johnson	PERSON	to Mr
Boz	PERSON	. ''

		It is said I wo n't vouch for the fact that Captain
Brown	PERSON	was heard to say , _ sotto voce _ , `` D-n Dr
Johnson	PERSON	! ''

		If he did , he was penitent afterwards , as he showed by going to stand near Miss
Jenkyns	PERSON	' arm-chair , and endeavouring to beguile her into conversation on some more pleasing subject .

		But she was inexorable .

		The next day she made the remark I have mentioned about Miss
Jessie	PERSON	's dimples .

		CHAPTER II THE CAPTAIN IT was impossible to live a month at
Cranford	LOCATION	and not know the daily habits of each resident ; and long before my visit was ended I knew much concerning the whole
Brown	PERSON	trio .

		There was nothing new to be discovered respecting their poverty ; for they had spoken simply and openly about that from the very first .

		They made no mystery of the necessity for their being economical .

		All that remained to be discovered was the Captain 's infinite kindness of heart , and the various modes in which , unconsciously to himself , he manifested it .

		Some little anecdotes were talked about for some time after they occurred .

		As we did not read much , and as all the ladies were pretty well suited with servants , there was a dearth of subjects for conversation .

		We therefore discussed the circumstance of the Captain taking a poor old woman 's dinner out of her hands one very slippery Sunday .

		He had met her returning from the bakehouse as he came from church , and noticed her precarious footing ; and , with the grave dignity with which he did everything , he relieved her of her burden , and steered along the street by her side , carrying her baked mutton and potatoes safely home .

		This was thought very eccentric ; and it was rather expected that he would pay a round of calls , on the Monday morning , to explain and apologise to the
Cranford	LOCATION	sense of propriety : but he did no such thing : and then it was decided that he was ashamed , and was keeping out of sight .

		In a kindly pity for him , we began to say , `` After all , the Sunday morning 's occurrence showed great goodness of heart , '' and it was resolved that he should be comforted on his next appearance amongst us ; but , lo !

		he came down upon us , untouched by any sense of shame , speaking loud and bass as ever , his head thrown back , his wig as jaunty and well-curled as usual , and we were obliged to conclude he had forgotten all about Sunday .

		Miss Pole and Miss
Jessie Brown	PERSON	had set up a kind of intimacy on the strength of the
Shetland	LOCATION	wool and the new knitting stitches ; so it happened that when I went to visit Miss Pole I saw more of the
Browns	ORGANIZATION	than I had done while staying with Miss
Jenkyns	PERSON	, who had never got over what she called Captain
Brown	PERSON	's disparaging remarks upon Dr
Johnson	PERSON	as a writer of light and agreeable fiction .

		I found that Miss
Brown	PERSON	was seriously ill of some lingering , incurable complaint , the pain occasioned by which gave the uneasy expression to her face that I had taken for unmitigated crossness .

		Cross , too , she was at times , when the nervous irritability occasioned by her disease became past endurance .

		Miss
Jessie	PERSON	bore with her at these times , even more patiently than she did with the bitter self-upbraidings by which they were invariably succeeded .

		Miss
Brown	PERSON	used to accuse herself , not merely of hasty and irritable temper , but also of being the cause why her father and sister were obliged to pinch , in order to allow her the small luxuries which were necessaries in her condition .

		She would so fain have made sacrifices for them , and have lightened their cares , that the original generosity of her disposition added acerbity to her temper .

		All this was borne by Miss
Jessie	PERSON	and her father with more than placidity with absolute tenderness .

		I forgave Miss
Jessie	PERSON	her singing out of tune , and her juvenility of dress , when I saw her at home .

		I came to perceive that Captain
Brown	PERSON	's dark
Brutus	PERSON	wig and padded coat -LRB- alas !

		too often threadbare -RRB- were remnants of the military smartness of his youth , which he now wore unconsciously .

		He was a man of infinite resources , gained in his barrack experience .

		As he confessed , no one could black his boots to please him except himself ; but , indeed , he was not above saving the little maid-servant 's labours in every way knowing , most likely , that his daughter 's illness made the place a hard one .

		He endeavoured to make peace with Miss
Jenkyns	PERSON	soon after the memorable dispute I have named , by a present of a wooden fire-shovel -LRB- his own making -RRB- , having heard her say how much the grating of an iron one annoyed her .

		She received the present with cool gratitude , and thanked him formally .

		When he was gone , she bade me put it away in the lumber-room ; feeling , probably , that no present from a man who preferred Mr
Boz	PERSON	to Dr
Johnson	PERSON	could be less jarring than an iron fire-shovel .

		Such was the state of things when I left
Cranford	LOCATION	and went to
Drumble	PERSON	.

		I had , however , several correspondents , who kept me _ au fait _ as to the proceedings of the dear little town .

		There was Miss Pole , who was becoming as much absorbed in crochet as she had been once in knitting , and the burden of whose letter was something like , `` But do n't you forget the white worsted at
Flint	LOCATION	's '' of the old song ; for at the end of every sentence of news came a fresh direction as to some crochet commission which I was to execute for her .

		Miss
Matilda Jenkyns	PERSON	-LRB- who did not mind being called Miss
Matty	PERSON	, when Miss
Jenkyns	PERSON	was not by -RRB- wrote nice , kind , rambling letters , now and then venturing into an opinion of her own ; but suddenly pulling herself up , and either begging me not to name what she had said , as
Deborah	PERSON	thought differently , and _ she _ knew , or else putting in a postscript to the effect that , since writing the above , she had been talking over the subject with
Deborah	PERSON	, and was quite convinced that , etc. -LRB- here probably followed a recantation of every opinion she had given in the letter -RRB- .

		Then came Miss
Jenkyns Deborah	PERSON	, as she liked Miss
Matty	PERSON	to call her , her father having once said that the Hebrew name ought to be so pronounced .

		I secretly think she took the Hebrew prophetess for a model in character ; and , indeed , she was not unlike the stern prophetess in some ways , making allowance , of course , for modern customs and difference in dress .

		Miss
Jenkyns	PERSON	wore a cravat , and a little bonnet like a jockey-cap , and altogether had the appearance of a strong-minded woman ; although she would have despised the modern idea of women being equal to men .

		Equal , indeed !

		she knew they were superior .

		But to return to her letters .

		Everything in them was stately and grand like herself .

		I have been looking them over -LRB- dear Miss
Jenkyns	PERSON	, how I honoured her ! -RRB-

		and I will give an extract , more especially because it relates to our friend Captain
Brown	PERSON	: `` The Honourable Mrs
Jamieson	PERSON	has only just quitted me ; and , in the course of conversation , she communicated to me the intelligence that she had yesterday received a call from her revered husband 's quondam friend , Lord Mauleverer .

		You will not easily conjecture what brought his lordship within the precincts of our little town .

		It was to see Captain
Brown	PERSON	, with whom , it appears , his lordship was acquainted in the ` plumed wars , ' and who had the privilege of averting destruction from his lordship 's head when some great peril was impending over it , off the misnomered
Cape	LOCATION	of Good Hope .

		You know our friend the Honourable Mrs
Jamieson	PERSON	's deficiency in the spirit of innocent curiosity , and you will therefore not be so much surprised when I tell you she was quite unable to disclose to me the exact nature of the peril in question .

		I was anxious , I confess , to ascertain in what manner Captain
Brown	PERSON	, with his limited establishment , could receive so distinguished a guest ; and I discovered that his lordship retired to rest , and , let us hope , to refreshing slumbers , at the
Angel Hotel	ORGANIZATION	; but shared the Brunonian meals during the two days that he honoured
Cranford	LOCATION	with his august presence .


Mrs Johnson	PERSON	, our civil butcher 's wife , informs me that Miss
Jessie	PERSON	purchased a leg of lamb ; but , besides this , I can hear of no preparation whatever to give a suitable reception to so distinguished a visitor .

		Perhaps they entertained him with ` the feast of reason and the flow of soul ' ; and to us , who are acquainted with Captain
Brown	PERSON	's sad want of relish for ` the pure wells of English undefiled , ' it may be matter for congratulation that he has had the opportunity of improving his taste by holding converse with an elegant and refined member of the British aristocracy .

		But from some mundane failings who is altogether free ? ''

		Miss Pole and Miss
Matty	PERSON	wrote to me by the same post .

		Such a piece of news as Lord
Mauleverer	PERSON	's visit was not to be lost on the
Cranford	LOCATION	letter-writers : they made the most of it .

		Miss
Matty	PERSON	humbly apologised for writing at the same time as her sister , who was so much more capable than she to describe the honour done to
Cranford	LOCATION	; but in spite of a little bad spelling , Miss
Matty	PERSON	's account gave me the best idea of the commotion occasioned by his lordship 's visit , after it had occurred ; for , except the people at the
Angel	LOCATION	, the
Browns	ORGANIZATION	,
Mrs Jamieson	PERSON	, and a little lad his lordship had sworn at for driving a dirty hoop against the aristocratic legs , I could not hear of any one with whom his lordship had held conversation .

		My next visit to
Cranford	LOCATION	was in the summer .

		There had been neither births , deaths , nor marriages since I was there last .

		Everybody lived in the same house , and wore pretty nearly the same well-preserved , old-fashioned clothes .

		The greatest event was , that Miss
Jenkyns	PERSON	had purchased a new carpet for the drawing-room .

		Oh , the busy work Miss
Matty	PERSON	and I had in chasing the sunbeams , as they fell in an afternoon right down on this carpet through the blindless window !

		We spread newspapers over the places and sat down to our book or our work ; and , lo !

		in a quarter of an hour the sun had moved , and was blazing away on a fresh spot ; and down again we went on our knees to alter the position of the newspapers .

		We were very busy , too , one whole morning , before Miss
Jenkyns	PERSON	gave her party , in following her directions , and in cutting out and stitching together pieces of newspaper so as to form little paths to every chair set for the expected visitors , lest their shoes might dirty or defile the purity of the carpet .

		Do you make paper paths for every guest to walk upon in
London	LOCATION	?

		Captain
Brown	PERSON	and Miss
Jenkyns	PERSON	were not very cordial to each other .

		The literary dispute , of which I had seen the beginning , was a `` raw , '' the slightest touch on which made them wince .

		It was the only difference of opinion they had ever had ; but that difference was enough .

		Miss
Jenkyns	PERSON	could not refrain from talking at Captain
Brown	PERSON	; and , though he did not reply , he drummed with his fingers , which action she felt and resented as very disparaging to Dr
Johnson	PERSON	.

		He was rather ostentatious in his preference of the writings of Mr
Boz	PERSON	; would walk through the streets so absorbed in them that he all but ran against Miss
Jenkyns	PERSON	; and though his apologies were earnest and sincere , and though he did not , in fact , do more than startle her and himself , she owned to me she had rather he had knocked her down , if he had only been reading a higher style of literature .

		The poor , brave Captain !

		he looked older , and more worn , and his clothes were very threadbare .

		But he seemed as bright and cheerful as ever , unless he was asked about his daughter 's health .

		`` She suffers a great deal , and she must suffer more : we do what we can to alleviate her pain ; God 's will be done ! ''

		He took off his hat at these last words .

		I found , from Miss
Matty	PERSON	, that everything had been done , in fact .

		A medical man , of high repute in that country neighbourhood , had been sent for , and every injunction he had given was attended to , regardless of expense .

		Miss
Matty	PERSON	was sure they denied themselves many things in order to make the invalid comfortable ; but they never spoke about it ; and as for Miss
Jessie	PERSON	!

		`` I really think she 's an angel , '' said poor Miss
Matty	PERSON	, quite overcome .

		`` To see her way of bearing with Miss
Brown	PERSON	's crossness , and the bright face she puts on after she 's been sitting up a whole night and scolded above half of it , is quite beautiful .

		Yet she looks as neat and as ready to welcome the Captain at breakfast-time as if she had been asleep in the Queen 's bed all night .

		My dear !

		you could never laugh at her prim little curls or her pink bows again if you saw her as I have done . ''

		I could only feel very penitent , and greet Miss
Jessie	PERSON	with double respect when I met her next .

		She looked faded and pinched ; and her lips began to quiver , as if she was very weak , when she spoke of her sister .

		But she brightened , and sent back the tears that were glittering in her pretty eyes , as she said `` But , to be sure , what a town
Cranford	LOCATION	is for kindness !

		I do n't suppose any one has a better dinner than usual cooked but the best part of all comes in a little covered basin for my sister .

		The poor people will leave their earliest vegetables at our door for her .

		They speak short and gruff , as if they were ashamed of it : but I am sure it often goes to my heart to see their thoughtfulness . ''

