		`` If my wife was n't good enough to keep both of us straight , I do n't know what would become of me . ''

		`` My other daughter , '' said
Lapham	PERSON	, indicating a girl with eyes that showed large , and a face of singular gravity .

		`` Mis '
Lapham	PERSON	, '' he continued , touching his wife 's effigy with his little finger .

		`` My brother
Willard	PERSON	and his family -- farm at
Kankakee	LOCATION	.

		Hazard
Lapham	PERSON	and his wife -- Baptist preacher in
Kansas	LOCATION	.


Jim	PERSON	and his three girls -- milling business at
Minneapolis	LOCATION	.


Ben	PERSON	and his family -- practising medicine in
Fort Wayne	LOCATION	. ''

		The figures were clustered in an irregular group in front of an old farm-house , whose original ugliness had been smartened up with a coat of
Lapham	PERSON	's own paint , and heightened with an incongruous piazza .

		The photographer had not been able to conceal the fact that they were all decent , honest-looking , sensible people , with a very fair share of beauty among the young girls ; some of these were extremely pretty , in fact .

		He had put them into awkward and constrained attitudes , of course ; and they all looked as if they had the instrument of torture which photographers call a head-rest under their occiputs .

		Here and there an elderly lady 's face was a mere blur ; and some of the younger children had twitched themselves into wavering shadows , and might have passed for spirit-photographs of their own little ghosts .

		It was the standard family-group photograph , in which most Americans have figured at some time or other ; and
Lapham	PERSON	exhibited a just satisfaction in it .

		`` I presume , '' he mused aloud , as he put it back on top of his desk , `` that we sha 'n' t soon get together again , all of us . ''

		`` And you say , '' suggested
Bartley	PERSON	, `` that you stayed right along on the old place , when the rest cleared out
West	LOCATION	? ''

		`` No o-o-o , '' said
Lapham	PERSON	, with a long , loud drawl ; `` I cleared out West too , first off .

		Went to
Texas	LOCATION	.


Texas	LOCATION	was all the cry in those days .

		But I got enough of the
Lone Star	LOCATION	in about three months , and I come back with the idea that
Vermont	LOCATION	was good enough for me . ''

		`` Fatted calf business ? ''

		queried
Bartley	PERSON	, with his pencil poised above his note-book .

		`` I presume they were glad to see me , '' said
Lapham	PERSON	, with dignity .

		`` Mother , '' he added gently , `` died that winter , and I stayed on with father .

		I buried him in the spring ; and then I came down to a little place called
Lumberville	LOCATION	, and picked up what jobs I could get .

		I worked round at the saw-mills , and I was ostler a while at the hotel -- I always DID like a good horse .

		Well , I WA'N ' T exactly a college graduate , and I went to school odd times .

		I got to driving the stage after while , and by and by I BOUGHT the stage and run the business myself .

		Then I hired the tavern-stand , and -- well to make a long story short , then I got married .

		Yes , '' said
Lapham	PERSON	, with pride , `` I married the school-teacher .

		We did pretty well with the hotel , and my wife she was always at me to paint up .

		Well , I put it off , and PUT it off , as a man will , till one day I give in , and says I , ` Well , let 's paint up .

		Why , Pert , ' -- m ` wife 's name 's
Persis	PERSON	, -- ` I 've got a whole paint-mine out on the farm .

		Let 's go out and look at it . '

		So we drove out .

		I 'd let the place for seventy-five dollars a year to a shif ` less kind of a Kanuck that had come down that way ; and I 'd hated to see the house with him in it ; but we drove out one Saturday afternoon , and we brought back about a bushel of the stuff in the buggy-seat , and I tried it crude , and I tried it burnt ; and I liked it .

		M'wife she liked it too .

		There wa 'n' t any painter by trade in the village , and I mixed it myself .

		Well , sir , that tavern 's got that coat of paint on it yet , and it hai n't ever had any other , and I do n't know 's it ever will .

		Well , you know , I felt as if it was a kind of harumscarum experiment , all the while ; and I presume I should n't have tried it but I kind of liked to do it because father 'd always set so much store by his paint-mine .

		And when I 'd got the first coat on , '' --
Lapham	PERSON	called it CUT , -- `` I presume I must have set as much as half an hour ; looking at it and thinking how he would have enjoyed it .

		I 've had my share of luck in this world , and I ai n't a-going to complain on my OWN account , but I 've noticed that most things get along too late for most people .

		It made me feel bad , and it took all the pride out my success with the paint , thinking of father .

		Seemed to me I might ' a taken more interest in it when he was by to see ; but we 've got to live and learn .

		Well , I called my wife out , -- I 'd tried it on the back of the house , you know , -- and she left her dishes , -- I can remember she came out with her sleeves rolled up and set down alongside of me on the trestle , -- and says I , ` What do you think ,
Persis	PERSON	? '

		And says she , ` Well , you hai n't got a paint-mine ,
Silas Lapham	PERSON	; you 've got a GOLD-mine . '

		She always was just so enthusiastic about things .

		Well , it was just after two or three boats had burnt up out
West	LOCATION	, and a lot of lives lost , and there was a great cry about non-inflammable paint , and I guess that was what was in her mind .

		` Well , I guess it ai n't any gold-mine ,
Persis	PERSON	, ' says I ; ` but I guess it IS a paint-mine .

		I 'm going to have it analysed , and if it turns out what I think it is , I 'm going to work it .

		And if father had n't had such a long name , I should call it the
Nehemiah Lapham	PERSON	Mineral Paint .

		But , any rate , every barrel of it , and every keg , and every bottle , and every package , big or little , has got to have the initials and figures N.L.f. 1835 , S.L.t. 1855 , on it .

		Father found it in 1835 , and I tried it in 1855 . ' '' ''

		'S .

		T. -- 1860 -- X. ' business , '' said
Bartley	PERSON	.

		`` Yes , '' said
Lapham	PERSON	, `` but I had n't heard of Plantation Bitters then , and I had n't seen any of the fellow 's labels .

		I set to work and I got a man down from
Boston	LOCATION	; and I carried him out to the farm , and he analysed it -- made a regular Job of it .

		Well , sir , we built a kiln , and we kept a lot of that paint-ore red-hot for forty-eight hours ; kept the
Kanuck	PERSON	and his family up , firing .

		The presence of iron in the ore showed with the magnet from the start ; and when he came to test it , he found out that it contained about seventy-five per cent .

		of the peroxide of iron . ''


Lapham	PERSON	pronounced the scientific phrases with a sort of reverent satisfaction , as if awed through his pride by a little lingering uncertainty as to what peroxide was .

		He accented it as if it were purr-ox-EYED ; and
Bartley	PERSON	had to get him to spell it .

		`` Well , and what then ? ''

		he asked , when he had made a note of the percentage .

		`` What then ? ''

		echoed
Lapham	PERSON	.

		`` Well , then , the fellow set down and told me , ` You 've got a paint here , ' says he , ` that 's going to drive every other mineral paint out of the market .

		Why ' says he , ` it 'll drive 'em right into the Back Bay ! '

		Of course , I did n't know what the
Back Bay	LOCATION	was then , but I begun to open my eyes ; thought I 'd had 'em open before , but I guess I had n't .

		Says he , ` That paint has got hydraulic cement in it , and it can stand fire and water and acids ; ' he named over a lot of things .

		Says he , ` It 'll mix easily with linseed oil , whether you want to use it boiled or raw ; and it ai n't a-going to crack nor fade any ; and it ai n't a-going to scale .

		When you 've got your arrangements for burning it properly , you 're going to have a paint that will stand like the everlasting hills , in every climate under the sun . '

		Then he went into a lot of particulars , and I begun to think he was drawing a long-bow , and meant to make his bill accordingly .

		So I kept pretty cool ; but the fellow 's bill did n't amount to anything hardly -- said I might pay him after I got going ; young chap , and pretty easy ; but every word he said was gospel .

		Well , I ai n't a-going to brag up my paint ; I do n't suppose you came here to hear me blow . ''

		`` Oh yes , I did , '' said
Bartley	PERSON	.

		`` That 's what I want .

		Tell all there is to tell , and I can boil it down afterward .

		A man ca n't make a greater mistake with a reporter than to hold back anything out of modesty .

		It may be the very thing we want to know .

		What we want is the whole truth ; and more ; we 've got so much modesty of our own that we can temper almost any statement . ''


Lapham	PERSON	looked as if he did not quite like this tone , and he resumed a little more quietly .

		`` Oh , there is n't really very much more to say about the paint itself .

		But you can use it for almost anything where a paint is wanted , inside or out .

		It 'll prevent decay , and it 'll stop it , after it 's begun , in tin or iron .

		You can paint the inside of a cistern or a bath-tub with it , and water wo n't hurt it ; and you can paint a steam-boiler with it , and heat wo n't .

		You can cover a brick wall with it , or a railroad car , or the deck of a steamboat , and you ca n't do a better thing for either . ''

		`` Never tried it on the human conscience , I suppose , '' suggested
Bartley	PERSON	.

		`` No , sir , '' replied
Lapham	PERSON	gravely .

		`` I guess you want to keep that as free from paint as you can , if you want much use of it .

		I never cared to try any of it on mine . ''


Lapham	PERSON	suddenly lifted his bulk up out of his swivel-chair , and led the way out into the wareroom beyond the office partitions , where rows and ranks of casks , barrels , and kegs stretched dimly back to the rear of the building , and diffused an honest , clean , wholesome smell of oil and paint .

		They were labelled and branded as containing each so many pounds of
Lapham	PERSON	's Mineral Paint , and each bore the mystic devices , N.L.f. 1835 -- S.L.t. 1855 .

		`` There ! ''

		said
Lapham	PERSON	, kicking one of the largest casks with the toe of his boot , `` that 's about our biggest package ; and here , '' he added , laying his hand affectionately on the head of a very small keg , as if it were the head of a child , which it resembled in size , `` this is the smallest .

		We used to put the paint on the market dry , but now we grind every ounce of it in oil -- very best quality of linseed oil -- and warrant it .

		We find it gives more satisfaction .

		Now , come back to the office , and I 'll show you our fancy brands . ''

		It was very cool and pleasant in that dim wareroom , with the rafters showing overhead in a cloudy perspective , and darkening away into the perpetual twilight at the rear of the building ; and
Bartley	PERSON	had found an agreeable seat on the head of a half-barrel of the paint , which he was reluctant to leave .

		But he rose and followed the vigorous lead of
Lapham	PERSON	back to the office , where the sun of a long summer afternoon was just beginning to glare in at the window .

		On shelves opposite
Lapham	PERSON	's desk were tin cans of various sizes , arranged in tapering cylinders , and showing , in a pattern diminishing toward the top , the same label borne by the casks and barrels in the wareroom .


Lapham	PERSON	merely waved his hand toward these ; but when
Bartley	PERSON	, after a comprehensive glance at them , gave his whole attention to a row of clean , smooth jars , where different tints of the paint showed through flawless glass ,
Lapham	PERSON	smiled , and waited in pleased expectation .

		`` Hello ! ''

		said
Bartley	PERSON	.

		`` That 's pretty ! ''

		`` Yes , '' assented
Lapham	PERSON	, `` it is rather nice .

		It 's our latest thing , and we find it takes with customers first-rate .

		Look here ! ''

		he said , taking down one of the jars , and pointing to the first line of the label .


Bartley	PERSON	read , `` THE PERSIS BRAND , '' and then he looked at
Lapham	LOCATION	and smiled .

		`` After HER , of course , '' said
Lapham	PERSON	.

		`` Got it up and put the first of it on the market her last birthday .

		She was pleased . ''

		`` I should think she might have been , '' said
Bartley	PERSON	, while he made a note of the appearance of the jars .

		`` I do n't know about your mentioning it in your interview , '' said
Lapham	PERSON	dubiously .

		`` That 's going into the interview , Mr.
Lapham	PERSON	, if nothing else does .

		Got a wife myself , and I know just how you feel . ''

		It was in the dawn of
Bartley	PERSON	's prosperity on the
Boston Events	ORGANIZATION	, before his troubles with
Marcia	PERSON	had seriously begun .

		`` Is that so ? ''

		said
Lapham	PERSON	, recognising with a smile another of the vast majority of married Americans ; a few underrate their wives , but the rest think them supernal in intelligence and capability .

		`` Well , '' he added , `` we must see about that .

		Where 'd you say you lived ? ''

		`` We do n't live ; we board .

		Mrs.
Nash	PERSON	, 13
Canary Place	ORGANIZATION	. ''

		`` Well , we 've all got to commence that way , '' suggested
Lapham	PERSON	consolingly .

		`` Yes ; but we 've about got to the end of our string .

		I expect to be under a roof of my own on Clover Street before long .

		I suppose , '' said
Bartley	PERSON	, returning to business , `` that you did n't let the grass grow under your feet much after you found out what was in your paint-mine ? ''

		`` No , sir , '' answered
Lapham	PERSON	, withdrawing his eyes from a long stare at
Bartley	LOCATION	, in which he had been seeing himself a young man again , in the first days of his married life .

		`` I went right back to
Lumberville	PERSON	and sold out everything , and put all I could rake and scrape together into paint .

		And Mis '
Lapham	PERSON	was with me every time .

		No hang back about HER .

		I tell you she was a WOMAN ! ''


Bartley	PERSON	laughed .

		`` That 's the sort most of us marry . ''

		`` No , we do n't , '' said
Lapham	PERSON	.

		`` Most of us marry silly little girls grown up to LOOK like women . ''

		`` Well , I guess that 's about so , '' assented
Bartley	PERSON	, as if upon second thought .

		`` If it had n't been for her , '' resumed
Lapham	PERSON	, `` the paint would n't have come to anything .

		I used to tell her it wa 'n' t the seventy-five per cent .

		of purr-ox-eyed of iron in the ORE that made that paint go ; it was the seventy-five per cent .

		of purr-ox-eyed of iron in HER . ''

		`` Good ! ''

		cried
Bartley	PERSON	.

		`` I 'll tell
Marcia	PERSON	that . ''

		`` In less 'n six months there wa 'n' t a board-fence , nor a bridge-girder , nor a dead wall , nor a barn , nor a face of rock in that whole region that did n't have `
Lapham	PERSON	's Mineral Paint -- Specimen ' on it in the three colours we begun by making . ''


Bartley	PERSON	had taken his seat on the window-sill , and
Lapham	PERSON	, standing before him , now put up his huge foot close to
Bartley	PERSON	's thigh ; neither of them minded that .

		`` I 've heard a good deal of talk about that S.T. -- 1860 -- X. man , and the stove-blacking man , and the kidney-cure man , because they advertised in that way ; and I 've read articles about it in the papers ; but I do n't see where the joke comes in , exactly .

		So long as the people that own the barns and fences do n't object , I do n't see what the public has got to do with it .

		And I never saw anything so very sacred about a big rock , along a river or in a pasture , that it would n't do to put mineral paint on it in three colours .

		I wish some of the people that talk about the landscape , and WRITE about it , had to bu ` st one of them rocks OUT of the landscape with powder , or dig a hole to bury it in , as we used to have to do up on the farm ; I guess they 'd sing a little different tune about the profanation of scenery .

		There ai n't any man enjoys a sightly bit of nature -- a smooth piece of interval with half a dozen good-sized wine-glass elms in it -- more than I do .

		But I ai n't a-going to stand up for every big ugly rock I come across , as if we were all a set of dumn Druids .

		I say the landscape was made for man , and not man for the landscape . ''

		`` Yes , '' said
Bartley	PERSON	carelessly ; `` it was made for the stove-polish man and the kidney-cure man . ''

		`` It was made for any man that knows how to use it , ''
Lapham	PERSON	returned , insensible to
Bartley	PERSON	's irony .

		`` Let 'em go and live with nature in the WINTER , up there along the
Canada	LOCATION	line , and I guess they 'll get enough of her for one while .

		Well -- where was I ? ''

		`` Decorating the landscape , '' said
Bartley	PERSON	.

		`` Yes , sir ; I started right there at
Lumberville	LOCATION	, and it give the place a start too .

		You wo n't find it on the map now ; and you wo n't find it in the gazetteer .

		I give a pretty good lump of money to build a town-hall , about five years back , and the first meeting they held in it they voted to change the name , --
Lumberville WA'N	PERSON	' T a name , -- and it 's
Lapham	PERSON	now . ''

		`` Is n't it somewhere up in that region that they get the old
Brandon	PERSON	red ? ''

		asked
Bartley	PERSON	.

		`` We 're about ninety miles from
Brandon	PERSON	.

		The
Brandon	PERSON	's a good paint , '' said
Lapham	PERSON	conscientiously .

		`` Like to show you round up at our place some odd time , if you get off . ''

		`` Thanks .

		I should like it first-rate .

		WORKS there ? ''

		`` Yes ; works there .

		Well , sir , just about the time I got started , the war broke out ; and it knocked my paint higher than a kite .

		The thing dropped perfectly dead .

		I presume that if I 'd had any sort of influence , I might have got it into Government hands , for gun-carriages and army wagons , and may be on board Government vessels .

		But I had n't , and we had to face the music .

		I was about broken-hearted , but m ` wife she looked at it another way . '

		I guess it 's a providence , ' says she .

		`
Silas	PERSON	, I guess you 've got a country that 's worth fighting for .

		Any rate , you better go out and give it a chance . '

		Well , sir , I went .

		I knew she meant business .

		It might kill her to have me go , but it would kill her sure if I stayed .

		She was one of that kind .

		I went .

		Her last words was , ` I 'll look after the paint , Si . '

		We had n't but just one little girl then , -- boy 'd died , -- and Mis '
Lapham	PERSON	's mother was livin ' with us ; and I knew if times DID anyways come up again , m ` wife 'd know just what to do .

		So I went .

		I got through ; and you can call me Colonel , if you want to .

		Feel there ! ''


Lapham	PERSON	took
Bartley	PERSON	's thumb and forefinger and put them on a bunch in his leg , just above the knee .

		`` Anything hard ? ''

		`` Ball ? ''


Lapham	PERSON	nodded .

		``
Gettysburg	LOCATION	.

		That 's my thermometer .

		If it wa 'n' t for that , I should n't know enough to come in when it rains . ''


Bartley	PERSON	laughed at a joke which betrayed some evidences of wear .

		`` And when you came back , you took hold of the paint and rushed it . ''

		`` I took hold of the paint and rushed it -- all I could , '' said
Lapham	PERSON	, with less satisfaction than he had hitherto shown in his autobiography .

		`` But I found that I had got back to another world .

		The day of small things was past , and I do n't suppose it will ever come again in this country .

		My wife was at me all the time to take a partner -- somebody with capital ; but I could n't seem to bear the idea .

		That paint was like my own blood to me .

		To have anybody else concerned in it was like -- well , I do n't know what .

		I saw it was the thing to do ; but I tried to fight it off , and I tried to joke it off .

		I used to say , ` Why did n't you take a partner yourself ,
Persis	PERSON	, while I was away ? '

		And she 'd say , ` Well , if you had n't come back , I should , Si . '

		Always DID like a joke about as well as any woman I ever saw .

		Well , I had to come to it .

		I took a partner . ''


Lapham	PERSON	dropped the bold blue eyes with which he had been till now staring into
Bartley	PERSON	's face , and the reporter knew that here was a place for asterisks in his interview , if interviews were faithful .

		`` He had money enough , '' continued
Lapham	PERSON	, with a suppressed sigh ; `` but he did n't know anything about paint .

		We hung on together for a year or two .

		And then we quit . ''

		`` And he had the experience , '' suggested
Bartley	PERSON	, with companionable ease .

		`` I had some of the experience too , '' said
Lapham	PERSON	, with a scowl ; and
Bartley	PERSON	divined , through the freemasonry of all who have sore places in their memories , that this was a point which he must not touch again .

		`` And since that , I suppose , you 've played it alone . ''

		`` I 've played it alone . ''

		`` You must ship some of this paint of yours to foreign countries , Colonel ? ''

		suggested
Bartley	PERSON	, putting on a professional air .

		`` We ship it to all parts of the world .

		It goes to
South America	LOCATION	, lots of it .

		It goes to
Australia	LOCATION	, and it goes to
India	LOCATION	, and it goes to
China	LOCATION	, and it goes to the Cape of Good Hope .

		It 'll stand any climate .

		Of course , we do n't export these fancy brands much .

		They 're for home use .

		But we 're introducing them elsewhere .

		Here . ''


Lapham	PERSON	pulled open a drawer , and showed
Bartley	PERSON	a lot of labels in different languages -- Spanish , French , German , and Italian .

		`` We expect to do a good business in all those countries .

		We 've got our agencies in
Cadiz	LOCATION	now , and in
Paris	LOCATION	, and in
Hamburg	LOCATION	, and in Leghorn .

		It 's a thing that 's bound to make its way .

		Yes , sir .

		Wherever a man has got a ship , or a bridge , or a lock , or a house , or a car , or a fence , or a pig-pen anywhere in God 's universe to paint , that 's the paint for him , and he 's bound to find it out sooner or later .

		You pass a ton of that paint dry through a blast-furnace , and you 'll get a quarter of a ton of pig-iron .

		I believe in my paint .

		I believe it 's a blessing to the world .

		When folks come in , and kind of smell round , and ask me what I mix it with , I always say , ` Well , in the first place , I mix it with FAITH , and after that I grind it up with the best quality of boiled linseed oil that money will buy . ' ''


Lapham	PERSON	took out his watch and looked at it , and
Bartley	PERSON	perceived that his audience was drawing to a close . '' '

		F you ever want to run down and take a look at our works , pass you over the road , '' -- he called it RUD -- `` and it sha 'n' t cost you a cent . ''

		`` Well , may be I shall , sometime , '' said
Bartley	PERSON	.

		`` Good afternoon , Colonel . ''

		`` Good afternoon .

		Or -- hold on !

		My horse down there yet ,
William	PERSON	? ''

		he called to the young man in the counting-room who had taken his letter at the beginning of the interview .

		`` Oh !

		All right ! ''

		he added , in response to something the young man said .

		`` Ca n't I set you down somewhere , Mr.
Hubbard	PERSON	?

		I 've got my horse at the door , and I can drop you on my way home .

		I 'm going to take Mis '
Lapham	PERSON	to look at a house I 'm driving piles for , down on the New Land . ''

		`` Do n't care if I do , '' said
Bartley	PERSON	.


