
		A black servant , who reposed on the box beside the fat coachman , uncurled his bandy legs as soon as the equipage drew up opposite Miss
Pinkerton	PERSON	's shining brass plate , and as he pulled the bell at least a score of young heads were seen peering out of the narrow windows of the stately old brick house .

		Nay , the acute observer might have recognized the little red nose of good-natured Miss
Jemima Pinkerton	PERSON	herself , rising over some geranium pots in the window of that lady 's own drawing-room .

		`` It is Mrs.
Sedley	PERSON	's coach , sister , '' said Miss
Jemima	PERSON	.

		`` Sambo , the black servant , has just rung the bell ; and the coachman has a new red waistcoat . ''

		`` Have you completed all the necessary preparations incident to Miss
Sedley	PERSON	's departure , Miss
Jemima	PERSON	? ''

		asked Miss
Pinkerton	PERSON	herself , that majestic lady ; the Semiramis of
Hammersmith	LOCATION	, the friend of Doctor
Johnson	PERSON	, the correspondent of Mrs.
Chapone	PERSON	herself .

		`` The girls were up at four this morning , packing her trunks , sister , '' replied Miss
Jemima	PERSON	; `` we have made her a bow-pot . ''

		`` Say a bouquet , sister
Jemima	PERSON	, 't is more genteel . ''

		`` Well , a booky as big almost as a haystack ; I have put up two bottles of the gillyflower water for Mrs.
Sedley	PERSON	, and the receipt for making it , in
Amelia	PERSON	's box . ''

		`` And I trust , Miss
Jemima	PERSON	, you have made a copy of Miss
Sedley	PERSON	's account .

		This is it , is it ?

		Very good -- ninety-three pounds , four shillings .

		Be kind enough to address it to
John Sedley	PERSON	,
Esquire	ORGANIZATION	, and to seal this billet which I have written to his lady . ''

		In Miss
Jemima	PERSON	's eyes an autograph letter of her sister ,
Miss Pinkerton	PERSON	, was an object of as deep veneration as would have been a letter from a sovereign .

		Only when her pupils quitted the establishment , or when they were about to be married , and once , when poor Miss
Birch	PERSON	died of the scarlet fever , was Miss
Pinkerton	PERSON	known to write personally to the parents of her pupils ; and it was
Jemima	PERSON	's opinion that if anything could console Mrs.
Birch	PERSON	for her daughter 's loss , it would be that pious and eloquent composition in which Miss
Pinkerton	PERSON	announced the event .

		In the present instance Miss
Pinkerton	PERSON	's `` billet '' was to the following effect : -- The Mall ,
Chiswick	LOCATION	, June 15 , 18 MADAM , -- After her six years ' residence at the Mall , I have the honour and happiness of presenting Miss
Amelia Sedley	PERSON	to her parents , as a young lady not unworthy to occupy a fitting position in their polished and refined circle .

		Those virtues which characterize the young English gentlewoman , those accomplishments which become her birth and station , will not be found wanting in the amiable Miss
Sedley	PERSON	, whose INDUSTRY and OBEDIENCE have endeared her to her instructors , and whose delightful sweetness of temper has charmed her AGED and her YOUTHFUL companions .

		In music , in dancing , in orthography , in every variety of embroidery and needlework , she will be found to have realized her friends ' fondest wishes .

		In geography there is still much to be desired ; and a careful and undeviating use of the backboard , for four hours daily during the next three years , is recommended as necessary to the acquirement of that dignified DEPORTMENT AND CARRIAGE , so requisite for every young lady of FASHION .

		In the principles of religion and morality , Miss
Sedley	PERSON	will be found worthy of an establishment which has been honoured by the presence of THE GREAT LEXICOGRAPHER , and the patronage of the admirable Mrs.
Chapone	PERSON	.

		In leaving the Mall , Miss
Amelia	PERSON	carries with her the hearts of her companions , and the affectionate regards of her mistress , who has the honour to subscribe herself , Madam , Your most obliged humble servant ,
BARBARA PINKERTON	PERSON	P.S. -- Miss Sharp accompanies Miss
Sedley	PERSON	.

		It is particularly requested that Miss
Sharp	PERSON	's stay in
Russell Square	LOCATION	may not exceed ten days .

		The family of distinction with whom she is engaged , desire to avail themselves of her services as soon as possible .

		This letter completed ,
Miss Pinkerton	PERSON	proceeded to write her own name , and Miss
Sedley	PERSON	's , in the fly-leaf of a Johnson 's Dictionary -- the interesting work which she invariably presented to her scholars , on their departure from the Mall .

		On the cover was inserted a copy of `` Lines addressed to a young lady on quitting
Miss Pinkerton 's school	ORGANIZATION	, at the
Mall	LOCATION	; by the late revered Doctor
Samuel Johnson	PERSON	. ''

		In fact , the Lexicographer 's name was always on the lips of this majestic woman , and a visit he had paid to her was the cause of her reputation and her fortune .

		Being commanded by her elder sister to get `` the Dictionary '' from the cupboard , Miss
Jemima	PERSON	had extracted two copies of the book from the receptacle in question .

		When Miss
Pinkerton	PERSON	had finished the inscription in the first ,
Jemima	PERSON	, with rather a dubious and timid air , handed her the second .

		`` For whom is this , Miss
Jemima	PERSON	? ''

		said Miss
Pinkerton	PERSON	, with awful coldness .

		`` For
Becky Sharp	PERSON	, '' answered
Jemima	PERSON	, trembling very much , and blushing over her withered face and neck , as she turned her back on her sister .

		`` For
Becky Sharp	PERSON	: she 's going too . ''

		`` MISS
JEMIMA	PERSON	! ''

		exclaimed
Miss Pinkerton	ORGANIZATION	, in the largest capitals .

		`` Are you in your senses ?

		Replace the Dixonary in the closet , and never venture to take such a liberty in future . ''

		`` Well , sister , it 's only two-and-ninepence , and poor
Becky	PERSON	will be miserable if she do n't get one . ''

		`` Send Miss
Sedley	PERSON	instantly to me , '' said Miss
Pinkerton	PERSON	.

		And so venturing not to say another word , poor
Jemima	PERSON	trotted off , exceedingly flurried and nervous .

		Miss
Sedley	PERSON	's papa was a merchant in
London	LOCATION	, and a man of some wealth ; whereas Miss Sharp was an articled pupil , for whom Miss
Pinkerton	PERSON	had done , as she thought , quite enough , without conferring upon her at parting the high honour of the Dixonary .

		Although schoolmistresses ' letters are to be trusted no more nor less than churchyard epitaphs ; yet , as it sometimes happens that a person departs this life who is really deserving of all the praises the stone cutter carves over his bones ; who IS a good Christian , a good parent , child , wife , or husband ; who actually DOES leave a disconsolate family to mourn his loss ; so in academies of the male and female sex it occurs every now and then that the pupil is fully worthy of the praises bestowed by the disinterested instructor .

		Now , Miss
Amelia Sedley	PERSON	was a young lady of this singular species ; and deserved not only all that Miss
Pinkerton	PERSON	said in her praise , but had many charming qualities which that pompous old Minerva of a woman could not see , from the differences of rank and age between her pupil and herself .

		For she could not only sing like a lark , or a Mrs.
Billington	PERSON	, and dance like
Hillisberg	PERSON	or
Parisot	PERSON	; and embroider beautifully ; and spell as well as a Dixonary itself ; but she had such a kindly , smiling , tender , gentle , generous heart of her own , as won the love of everybody who came near her , from
Minerva	LOCATION	herself down to the poor girl in the scullery , and the one-eyed tart-woman 's daughter , who was permitted to vend her wares once a week to the young ladies in the Mall .

		She had twelve intimate and bosom friends out of the twenty-four young ladies .

		Even envious Miss
Briggs	PERSON	never spoke ill of her ; high and mighty Miss Saltire -LRB- Lord
Dexter	PERSON	's granddaughter -RRB- allowed that her figure was genteel ; and as for Miss
Swartz	PERSON	, the rich woolly-haired mulatto from
St. Kitt 's	LOCATION	, on the day
Amelia	PERSON	went away , she was in such a passion of tears that they were obliged to send for Dr.
Floss	PERSON	, and half tipsify her with salvolatile .

		Miss
Pinkerton 's	ORGANIZATION	attachment was , as may be supposed from the high position and eminent virtues of that lady , calm and dignified ; but Miss
Jemima	PERSON	had already whimpered several times at the idea of
Amelia	PERSON	's departure ; and , but for fear of her sister , would have gone off in downright hysterics , like the heiress -LRB- who paid double -RRB- of
St. Kitt	PERSON	's .

		Such luxury of grief , however , is only allowed to parlour-boarders .

		Honest
Jemima	PERSON	had all the bills , and the washing , and the mending , and the puddings , and the plate and crockery , and the servants to superintend .

		But why speak about her ?

		It is probable that we shall not hear of her again from this moment to the end of time , and that when the great filigree iron gates are once closed on her , she and her awful sister will never issue therefrom into this little world of history .

		But as we are to see a great deal of
Amelia	PERSON	, there is no harm in saying , at the outset of our acquaintance , that she was a dear little creature ; and a great mercy it is , both in life and in novels , which -LRB- and the latter especially -RRB- abound in villains of the most sombre sort , that we are to have for a constant companion so guileless and good-natured a person .

		As she is not a heroine , there is no need to describe her person ; indeed I am afraid that her nose was rather short than otherwise , and her cheeks a great deal too round and red for a heroine ; but her face blushed with rosy health , and her lips with the freshest of smiles , and she had a pair of eyes which sparkled with the brightest and honestest good-humour , except indeed when they filled with tears , and that was a great deal too often ; for the silly thing would cry over a dead canary-bird ; or over a mouse , that the cat haply had seized upon ; or over the end of a novel , were it ever so stupid ; and as for saying an unkind word to her , were any persons hard-hearted enough to do so -- why , so much the worse for them .

		Even Miss
Pinkerton	PERSON	, that austere and godlike woman , ceased scolding her after the first time , and though she no more comprehended sensibility than she did Algebra , gave all masters and teachers particular orders to treat Miss
Sedley	PERSON	with the utmost gentleness , as harsh treatment was injurious to her .

		So that when the day of departure came , between her two customs of laughing and crying , Miss
Sedley	PERSON	was greatly puzzled how to act .

		She was glad to go home , and yet most woefully sad at leaving school .

		For three days before , little
Laura Martin	PERSON	, the orphan , followed her about like a little dog .

		She had to make and receive at least fourteen presents -- to make fourteen solemn promises of writing every week : `` Send my letters under cover to my grandpapa , the Earl of
Dexter	PERSON	, '' said Miss Saltire -LRB- who , by the way , was rather shabby -RRB- .

		`` Never mind the postage , but write every day , you dear darling , '' said the impetuous and woolly-headed , but generous and affectionate Miss
Swartz	PERSON	; and the orphan little
Laura Martin	PERSON	-LRB- who was just in round-hand -RRB- , took her friend 's hand and said , looking up in her face wistfully , `` Amelia , when I write to you I shall call you Mamma . ''

		All which details , I have no doubt ,
JONES	PERSON	, who reads this book at his Club , will pronounce to be excessively foolish , trivial , twaddling , and ultra-sentimental .

		Yes ; I can see
Jones	PERSON	at this minute -LRB- rather flushed with his joint of mutton and half pint of wine -RRB- , taking out his pencil and scoring under the words `` foolish , twaddling , '' & c. , and adding to them his own remark of `` QUITE TRUE . ''

		Well , he is a lofty man of genius , and admires the great and heroic in life and novels ; and so had better take warning and go elsewhere .

		Well , then .

		The flowers , and the presents , and the trunks , and bonnet-boxes of Miss
Sedley	PERSON	having been arranged by Mr.
Sambo	PERSON	in the carriage , together with a very small and weather-beaten old cow 's - skin trunk with Miss
Sharp	PERSON	's card neatly nailed upon it , which was delivered by
Sambo	PERSON	with a grin , and packed by the coachman with a corresponding sneer -- the hour for parting came ; and the grief of that moment was considerably lessened by the admirable discourse which Miss
Pinkerton	PERSON	addressed to her pupil .

		Not that the parting speech caused
Amelia	PERSON	to philosophise , or that it armed her in any way with a calmness , the result of argument ; but it was intolerably dull , pompous , and tedious ; and having the fear of her schoolmistress greatly before her eyes , Miss
Sedley	PERSON	did not venture , in her presence , to give way to any ebullitions of private grief .

		A seed-cake and a bottle of wine were produced in the drawing-room , as on the solemn occasions of the visits of parents , and these refreshments being partaken of , Miss
Sedley	PERSON	was at liberty to depart .

		`` You 'll go in and say good-by to Miss
Pinkerton	PERSON	,
Becky	PERSON	! ''

		said Miss
Jemima	PERSON	to a young lady of whom nobody took any notice , and who was coming downstairs with her own bandbox .

		`` I suppose I must , '' said Miss
Sharp	PERSON	calmly , and much to the wonder of Miss
Jemima	PERSON	; and the latter having knocked at the door , and receiving permission to come in ,
Miss Sharp	ORGANIZATION	advanced in a very unconcerned manner , and said in French , and with a perfect accent , ``
Mademoiselle	PERSON	, je viens vous faire mes adieux . ''

		Miss
Pinkerton	PERSON	did not understand French ; she only directed those who did : but biting her lips and throwing up her venerable and Roman-nosed head -LRB- on the top of which figured a large and solemn turban -RRB- , she said , `` Miss
Sharp	PERSON	, I wish you a good morning . ''

		As the
Hammersmith Semiramis	ORGANIZATION	spoke , she waved one hand , both by way of adieu , and to give Miss Sharp an opportunity of shaking one of the fingers of the hand which was left out for that purpose .

		Miss
Sharp	PERSON	only folded her own hands with a very frigid smile and bow , and quite declined to accept the proffered honour ; on which Semiramis tossed up her turban more indignantly than ever .

		In fact , it was a little battle between the young lady and the old one , and the latter was worsted .

		`` Heaven bless you , my child , '' said she , embracing
Amelia	PERSON	, and scowling the while over the girl 's shoulder at
Miss Sharp	ORGANIZATION	.

		`` Come away ,
Becky	PERSON	, '' said Miss
Jemima	PERSON	, pulling the young woman away in great alarm , and the drawing-room door closed upon them for ever .

		Then came the struggle and parting below .

		Words refuse to tell it .

		All the servants were there in the hall -- all the dear friends -- all the young ladies -- the dancing-master who had just arrived ; and there was such a scuffling , and hugging , and kissing , and crying , with the hysterical YOOPS of Miss
Swartz	PERSON	, the parlour-boarder , from her room , as no pen can depict , and as the tender heart would fain pass over .

		The embracing was over ; they parted -- that is , Miss
Sedley	PERSON	parted from her friends .

		Miss
Sharp	PERSON	had demurely entered the carriage some minutes before .

		Nobody cried for leaving HER .


Sambo	PERSON	of the bandy legs slammed the carriage door on his young weeping mistress .

		He sprang up behind the carriage .

		`` Stop ! ''

		cried Miss
Jemima	PERSON	, rushing to the gate with a parcel .

		`` It 's some sandwiches , my dear , '' said she to
Amelia	PERSON	.

		`` You may be hungry , you know ; and
Becky	PERSON	,
Becky Sharp	PERSON	, here 's a book for you that my sister -- that is , I --
Johnson	PERSON	's Dixonary , you know ; you must n't leave us without that .

		Good-by .

		Drive on , coachman .

		God bless you ! ''

		And the kind creature retreated into the garden , overcome with emotion .

		But , lo !

		and just as the coach drove off ,
Miss Sharp	PERSON	put her pale face out of the window and actually flung the book back into the garden .

		This almost caused
Jemima	PERSON	to faint with terror .

		`` Well , I never '' -- said she -- `` what an audacious '' -- Emotion prevented her from completing either sentence .

		The carriage rolled away ; the great gates were closed ; the bell rang for the dancing lesson .

		The world is before the two young ladies ; and so , farewell to
Chiswick Mall	LOCATION	.

		CHAPTER II In Which Miss Sharp and Miss
Sedley	PERSON	Prepare to Open the Campaign When Miss
Sharp	PERSON	had performed the heroical act mentioned in the last chapter , and had seen the Dixonary , flying over the pavement of the little garden , fall at length at the feet of the astonished Miss
Jemima	PERSON	, the young lady 's countenance , which had before worn an almost livid look of hatred , assumed a smile that perhaps was scarcely more agreeable , and she sank back in the carriage in an easy frame of mind , saying -- `` So much for the Dixonary ; and , thank God , I 'm out of
Chiswick	PERSON	. ''

		Miss
Sedley	PERSON	was almost as flurried at the act of defiance as Miss
Jemima	PERSON	had been ; for , consider , it was but one minute that she had left school , and the impressions of six years are not got over in that space of time .

		Nay , with some persons those awes and terrors of youth last for ever and ever .

		I know , for instance , an old gentleman of sixty-eight , who said to me one morning at breakfast , with a very agitated countenance , `` I dreamed last night that I was flogged by Dr.
Raine	PERSON	. ''

		Fancy had carried him back five-and-fifty years in the course of that evening .

		Dr.
Raine	PERSON	and his rod were just as awful to him in his heart , then , at sixty-eight , as they had been at thirteen .

		If the Doctor , with a large birch , had appeared bodily to him , even at the age of threescore and eight , and had said in awful voice , `` Boy , take down your pant -- '' ?

		Well , well , Miss
Sedley	PERSON	was exceedingly alarmed at this act of insubordination .

		`` How could you do so ,
Rebecca	PERSON	? ''

		at last she said , after a pause .

		`` Why , do you think Miss
Pinkerton	PERSON	will come out and order me back to the black-hole ? ''

		said
Rebecca	PERSON	, laughing .

		`` No : but -- '' `` I hate the whole house , '' continued Miss
Sharp	PERSON	in a fury .

		`` I hope I may never set eyes on it again .

		I wish it were in the bottom of the
Thames	LOCATION	, I do ; and if Miss
Pinkerton	PERSON	were there , I would n't pick her out , that I would n't .

		O how I should like to see her floating in the water yonder , turban and all , with her train streaming after her , and her nose like the beak of a wherry . ''

		`` Hush ! ''

		cried Miss
Sedley	PERSON	.

		`` Why , will the black footman tell tales ? ''

		cried Miss
Rebecca	PERSON	, laughing .

		`` He may go back and tell Miss
Pinkerton	PERSON	that I hate her with all my soul ; and I wish he would ; and I wish I had a means of proving it , too .

		For two years I have only had insults and outrage from her .

		I have been treated worse than any servant in the kitchen .

		I have never had a friend or a kind word , except from you .

		I have been made to tend the little girls in the lower schoolroom , and to talk French to the Misses , until I grew sick of my mother tongue .

		But that talking French to Miss
Pinkerton	PERSON	was capital fun , was n't it ?

		She does n't know a word of French , and was too proud to confess it .

		I believe it was that which made her part with me ; and so thank Heaven for French .

		Vive la
France	LOCATION	!

		Vive l'Empereur !


Vive Bonaparte	PERSON	! ''

		`` O
Rebecca	PERSON	,
Rebecca	PERSON	, for shame ! ''

		cried Miss
Sedley	PERSON	; for this was the greatest blasphemy
Rebecca	PERSON	had as yet uttered ; and in those days , in
England	LOCATION	, to say , `` Long live
Bonaparte	PERSON	! ''

		was as much as to say , `` Long live Lucifer ! ''

		`` How can you -- how dare you have such wicked , revengeful thoughts ? ''

		`` Revenge may be wicked , but it 's natural , '' answered Miss
Rebecca	PERSON	.

		`` I 'm no angel . ''

		And , to say the truth , she certainly was not .

		For it may be remarked in the course of this little conversation -LRB- which took place as the coach rolled along lazily by the river side -RRB- that though Miss
Rebecca Sharp	PERSON	has twice had occasion to thank Heaven , it has been , in the first place , for ridding her of some person whom she hated , and secondly , for enabling her to bring her enemies to some sort of perplexity or confusion ; neither of which are very amiable motives for religious gratitude , or such as would be put forward by persons of a kind and placable disposition .

		Miss
Rebecca	PERSON	was not , then , in the least kind or placable .

		All the world used her ill , said this young misanthropist , and we may be pretty certain that persons whom all the world treats ill , deserve entirely the treatment they get .

		The world is a looking-glass , and gives back to every man the reflection of his own face .

		Frown at it , and it will in turn look sourly upon you ; laugh at it and with it , and it is a jolly kind companion ; and so let all young persons take their choice .

		This is certain , that if the world neglected Miss
Sharp	PERSON	, she never was known to have done a good action in behalf of anybody ; nor can it be expected that twenty-four young ladies should all be as amiable as the heroine of this work , Miss
Sedley	PERSON	-LRB- whom we have selected for the very reason that she was the best-natured of all , otherwise what on earth was to have prevented us from putting up Miss
Swartz	PERSON	, or Miss
Crump	PERSON	, or Miss
Hopkins	PERSON	, as heroine in her place ! -RRB-

		it could not be expected that every one should be of the humble and gentle temper of Miss
Amelia Sedley	PERSON	; should take every opportunity to vanquish
Rebecca	PERSON	's hard-heartedness and ill-humour ; and , by a thousand kind words and offices , overcome , for once at least , her hostility to her kind .

		Miss
Sharp	PERSON	's father was an artist , and in that quality had given lessons of drawing at
Miss Pinkerton 's	ORGANIZATION	school .

		He was a clever man ; a pleasant companion ; a careless student ; with a great propensity for running into debt , and a partiality for the tavern .

		When he was drunk , he used to beat his wife and daughter ; and the next morning , with a headache , he would rail at the world for its neglect of his genius , and abuse , with a good deal of cleverness , and sometimes with perfect reason , the fools , his brother painters .

		As it was with the utmost difficulty that he could keep himself , and as he owed money for a mile round
Soho	LOCATION	, where he lived , he thought to better his circumstances by marrying a young woman of the French nation , who was by profession an opera-girl .

		The humble calling of her female parent Miss
Sharp	PERSON	never alluded to , but used to state subsequently that the Entrechats were a noble family of
Gascony	LOCATION	, and took great pride in her descent from them .

		And curious it is that as she advanced in life this young lady 's ancestors increased in rank and splendour .


Rebecca	PERSON	's mother had had some education somewhere , and her daughter spoke French with purity and a Parisian accent .

		It was in those days rather a rare accomplishment , and led to her engagement with the orthodox Miss
Pinkerton	PERSON	.

		For her mother being dead , her father , finding himself not likely to recover , after his third attack of delirium tremens , wrote a manly and pathetic letter to Miss
Pinkerton	PERSON	, recommending the orphan child to her protection , and so descended to the grave , after two bailiffs had quarrelled over his corpse .


Rebecca	PERSON	was seventeen when she came to
Chiswick	PERSON	, and was bound over as an articled pupil ; her duties being to talk French , as we have seen ; and her privileges to live cost free , and , with a few guineas a year , to gather scraps of knowledge from the professors who attended the school .

		She was small and slight in person ; pale , sandy-haired , and with eyes habitually cast down : when they looked up they were very large , odd , and attractive ; so attractive that the Reverend Mr.
Crisp	PERSON	, fresh from
Oxford	LOCATION	, and curate to the Vicar of
Chiswick	LOCATION	, the Reverend Mr.
Flowerdew	PERSON	, fell in love with Miss
Sharp	PERSON	; being shot dead by a glance of her eyes which was fired all the way across
Chiswick Church	ORGANIZATION	from the school-pew to the reading-desk .

		This infatuated young man used sometimes to take tea with Miss
Pinkerton	PERSON	, to whom he had been presented by his mamma , and actually proposed something like marriage in an intercepted note , which the one-eyed apple-woman was charged to deliver .

		Mrs.
Crisp	PERSON	was summoned from
Buxton	LOCATION	, and abruptly carried off her darling boy ; but the idea , even , of such an eagle in the Chiswick dovecot caused a great flutter in the breast of Miss
Pinkerton	PERSON	, who would have sent away Miss
Sharp	PERSON	but that she was bound to her under a forfeit , and who never could thoroughly believe the young lady 's protestations that she had never exchanged a single word with Mr. Crisp , except under her own eyes on the two occasions when she had met him at tea .

		By the side of many tall and bouncing young ladies in the establishment ,
Rebecca Sharp	PERSON	looked like a child .

		But she had the dismal precocity of poverty .

		Many a dun had she talked to , and turned away from her father 's door ; many a tradesman had she coaxed and wheedled into good-humour , and into the granting of one meal more .

		She sate commonly with her father , who was very proud of her wit , and heard the talk of many of his wild companions -- often but ill-suited for a girl to hear .

		But she never had been a girl , she said ; she had been a woman since she was eight years old .

		Oh , why did Miss
Pinkerton	PERSON	let such a dangerous bird into her cage ?

		The fact is , the old lady believed
Rebecca	PERSON	to be the meekest creature in the world , so admirably , on the occasions when her father brought her to
Chiswick	LOCATION	, used
Rebecca	PERSON	to perform the part of the ingenue ; and only a year before the arrangement by which
Rebecca	PERSON	had been admitted into her house , and when
Rebecca	PERSON	was sixteen years old , Miss
Pinkerton	PERSON	majestically , and with a little speech , made her a present of a doll -- which was , by the way , the confiscated property of Miss Swindle , discovered surreptitiously nursing it in school-hours .

		How the father and daughter laughed as they trudged home together after the evening party -LRB- it was on the occasion of the speeches , when all the professors were invited -RRB- and how Miss
Pinkerton	PERSON	would have raged had she seen the caricature of herself which the little mimic ,
Rebecca	PERSON	, managed to make out of her doll .


Becky	PERSON	used to go through dialogues with it ; it formed the delight of
Newman Street	LOCATION	,
Gerrard Street	LOCATION	, and the Artists ' quarter : and the young painters , when they came to take their gin-and-water with their lazy , dissolute , clever , jovial senior , used regularly to ask
Rebecca	PERSON	if Miss
Pinkerton	PERSON	was at home : she was as well known to them , poor soul !

		as Mr.
Lawrence	PERSON	or President West .

		Once
Rebecca	PERSON	had the honour to pass a few days at
Chiswick	ORGANIZATION	; after which she brought back
Jemima	PERSON	, and erected another doll as Miss
Jemmy	PERSON	: for though that honest creature had made and given her jelly and cake enough for three children , and a seven-shilling piece at parting , the girl 's sense of ridicule was far stronger than her gratitude , and she sacrificed Miss
Jemmy	PERSON	quite as pitilessly as her sister .

		The catastrophe came , and she was brought to the
Mall	LOCATION	as to her home .

